title,type,rated,year,added_at,genre,language,country,imdb_rating
Sleeping Beauty,movie,G,1959,"November 12, 2019","Animation, Family, Fantasy, Musical, Romance",English,USA,7.2
Smart Guy,series,TV-G,1997–1999,"October 1, 2019","Comedy, Drama, Family",English,USA,7.4
Smart House,movie,TV-G,1999,"November 12, 2019","Comedy, Drama, Family, Sci-Fi",English,USA,6.3
Smash and Grab,movie,PG,2019,"November 12, 2019","Animation, Short, Action, Adventure, Family, Sci-Fi",English,USA,6.7
Snow Dogs,movie,PG,2002,"November 12, 2019","Adventure, Comedy, Family, Sport",English,"Canada, USA",5.2
Snow White and the Seven Dwarfs,movie,G,1937,"November 12, 2019","Animation, Family, Fantasy, Musical, Romance",English,USA,7.6
Snowball Express,movie,G,1972,"November 12, 2019","Comedy, Family",English,USA,6.5
Snowglobe,movie,TV-PG,2007,"November 12, 2019","Comedy, Family, Fantasy, Romance",English,USA,6.0
So Weird,series,TV-Y7,1999–2001,"November 12, 2019","Adventure, Family, Mystery, Thriller",English,Canada,8.5
Sonny with a Chance,series,TV-G,2009–2011,"April 3, 2020","Comedy, Family, Romance",English,USA,6.1
Spider-Man and His Amazing Friends,series,TV-Y7,1981–1986,"November 12, 2019","Animation, Action, Comedy, Crime, Family, Sci-Fi",English,USA,7.2
Spider-Man Unlimited,series,TV-Y7,1999–2005,"November 12, 2019","Action, Family, Adventure, Animation, Thriller, Crime, Sci-Fi",English,"USA, Canada",6.4
Spider-Woman,series,TV-Y7,1979–1980,"November 12, 2019","Animation, Family, Fantasy",English,USA,5.8
Splash,movie,PG,1984,"February 14, 2020","Comedy, Fantasy, Romance","English, Swedish",USA,6.2
Star Wars Rebels,series,TV-Y7-FV,2014–2018,"November 12, 2019","Animation, Action, Adventure, Family, Fantasy, Mystery, Sci-Fi",English,USA,8.0
Star Wars Resistance,series,TV-Y7,2018–,"November 12, 2019","Animation, Action, Adventure, Sci-Fi",English,USA,4.9
Star Wars: Episode IV - A New Hope,movie,PG,1977,"November 12, 2019","Action, Adventure, Fantasy, Sci-Fi",English,USA,8.6
Star Wars: Episode II - Attack of the Clones,movie,PG,2002,"November 12, 2019","Action, Adventure, Fantasy, Sci-Fi",English,USA,6.5
Star Wars: Episode VI - Return of the Jedi,movie,PG,1983,"November 12, 2019","Action, Adventure, Fantasy, Sci-Fi",English,USA,8.3
Star Wars: Episode III - Revenge of the Sith,movie,PG-13,2005,"November 12, 2019","Action, Adventure, Fantasy, Sci-Fi",English,USA,7.5
Star Wars: The Clone Wars,series,TV-PG,2008–2020,"November 12, 2019","Animation, Action, Adventure, Drama, Fantasy, Sci-Fi",English,USA,8.1
Star Wars: The Clone Wars,movie,PG,2008,"November 12, 2019","Animation, Action, Adventure, Family, Fantasy, Sci-Fi",English,USA,5.9
Star Wars: Episode V - The Empire Strikes Back,movie,PG,1980,"November 12, 2019","Action, Adventure, Fantasy, Sci-Fi",English,USA,8.7
Star Wars: Episode VII - The Force Awakens,movie,PG-13,2015,"November 12, 2019","Action, Adventure, Sci-Fi",English,USA,7.9
Star Wars: Episode VIII - The Last Jedi,movie,PG-13,2017,"December 26, 2019","Action, Adventure, Fantasy, Sci-Fi",English,USA,7.0
Star Wars: Episode I - The Phantom Menace,movie,PG,1999,"November 12, 2019","Action, Adventure, Fantasy, Sci-Fi",English,USA,6.5
Stargirl,movie,PG,2020,"March 13, 2020","Comedy, Drama, Romance",English,USA,6.2
StarStruck,movie,TV-G,2010,"November 12, 2019","Comedy, Family, Music, Romance",English,USA,6.1
Steamboat Willie,movie,TV-Y7,1928,"November 12, 2019","Animation, Short, Comedy, Family, Musical",English,USA,7.6
Stepsister from Planet Weird,movie,TV-G,2000,"November 12, 2019","Comedy, Family, Sci-Fi",English,USA,6.0
Stitch! The Movie,movie,G,2003,"November 12, 2019","Animation, Adventure, Comedy, Family, Sci-Fi","Hawaiian, English",USA,6.2
Stonehenge: Decoded,movie,PG,2008,"November 12, 2019","Documentary, History",English,UK,6.5
Stuck in the Suburbs,movie,TV-G,2004,"November 12, 2019","Comedy, Family, Music",English,USA,5.6
The Sultan and the Rock Star,episode,UNRATED,1980,"November 12, 2019","Adventure, Biography, Drama",English,USA,7.1
Super Rhino,movie,G,2009,"January 1, 2020","Animation, Short, Adventure, Comedy, Family",English,USA,6.3
Swiss Family Robinson,movie,G,1960,"November 12, 2019","Adventure, Family",English,USA,7.2
TaleSpin,series,TV-Y7,1990–1991,"November 12, 2019","Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Mystery",English,USA,7.6
Tall Tale,movie,PG,1995,"November 12, 2019","Adventure, Family, Fantasy, Western",English,USA,5.9
Tangled,movie,PG,2010,"November 12, 2019","Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",English,USA,7.7
Tangled: Before Ever After,movie,TV-Y7,2017,"November 12, 2019","Animation, Action, Adventure, Comedy, Family, Fantasy, Musical",English,USA,6.6
Tangled: The Series,series,TV-Y7,2017–2020,"November 12, 2019","Animation, Action, Adventure, Comedy, Family, Fantasy, Musical","English, Czech",USA,7.6
Tarzan & Jane,movie,G,2002,"November 12, 2019","Animation, Adventure, Family",English,USA,5.4
Teacher's Pet,movie,PG,2004,"November 12, 2019","Animation, Adventure, Comedy, Family, Fantasy, Musical, Sci-Fi",English,USA,5.8
Teacher's Pet,series,TV-Y,2000–2005,"November 12, 2019","Animation, Short, Adventure, Comedy, Family, Fantasy",English,USA,6.4
Teen Beach 2,movie,TV-G,2015,"November 12, 2019","Family, Fantasy, Musical",English,USA,6.1
Teen Beach Movie,movie,Not Rated,2013,"November 12, 2019","Family, Fantasy, Musical",English,USA,5.9
Teen Spirit,movie,TV-PG,2011,"November 12, 2019","Comedy, Drama, Fantasy",English,USA,5.5
That Darn Cat,movie,PG,1997,"November 12, 2019","Action, Comedy, Crime, Family, Mystery",English,USA,4.7
That Darn Cat!,movie,Approved,1965,"November 12, 2019","Comedy, Crime, Family, Thriller","English, French",USA,6.8
That's So Raven,series,TV-G,2003–2007,"October 1, 2019","Comedy, Family, Fantasy",English,USA,6.5
The Absent Minded Professor,movie,Approved,1961,"November 12, 2019","Comedy, Family, Sci-Fi, Sport",English,USA,6.8
The Adventures of Bullwhip Griffin,movie,Approved,1967,"November 12, 2019","Action, Adventure, Comedy, Family, Romance, Western",English,USA,6.6
The Adventures of Huck Finn,movie,PG,1993,"November 12, 2019","Adventure, Comedy, Drama, Family","English, French",USA,6.2
The Adventures of Ichabod and Mr. Toad,movie,Approved,1949,"November 12, 2019","Animation, Comedy, Family, Fantasy, Horror",English,USA,7.0
The African Lion,movie,Approved,1955,"November 12, 2019","Family, Documentary",English,USA,7.3
The Apple Dumpling Gang,movie,G,1975,"November 12, 2019","Comedy, Family, Western",English,USA,6.5
The Apple Dumpling Gang Rides Again,movie,G,1979,"November 12, 2019","Comedy, Family, Western",English,USA,6.1
The Aristocats,movie,G,1970,"November 12, 2019","Animation, Adventure, Comedy, Family, Musical",English,USA,7.1
The Art of Skiing,movie,Approved,1941,"November 12, 2019","Animation, Short, Comedy, Family, Sport",English,USA,7.3
The Avengers: Earth's Mightiest Heroes,series,TV-Y7,2010–2012,"November 12, 2019","Animation, Action, Family, Sci-Fi",English,USA,8.3
Avengers: United They Stand,series,TV-Y7,1999–2000,"November 12, 2019","Animation, Action, Adventure, Sci-Fi",English,"France, Canada, USA",5.5
The Band Concert,movie,TV-Y7,1935,"November 12, 2019","Animation, Short, Comedy, Family, Music",English,USA,7.9
The Bears and I,movie,G,1974,"November 12, 2019","Drama, Family",English,USA,6.2
The BFG,movie,PG,2016,"November 12, 2019","Adventure, Family, Fantasy",English,"USA, India, UK",6.4
The Big Bad Wolf,movie,Approved,1934,"November 12, 2019","Animation, Comedy, Family, Musical, Short",English,USA,7.1
The Biscuit Eater,movie,G,1972,"November 12, 2019","Drama, Family",English,USA,5.7
The Black Cauldron,movie,PG,1985,"November 12, 2019","Animation, Action, Adventure, Family, Fantasy, Horror","English, Portuguese","USA, UK",6.4
The Black Hole,movie,PG,1979,"November 12, 2019","Action, Sci-Fi",English,USA,6.0
The Blue Umbrella,movie,G,2013,"November 12, 2019","Animation, Short, Family, Fantasy, Romance",English,USA,7.6
The Book of Pooh,series,TV-Y,2001–2004,"November 12, 2019","Animation, Short, Adventure, Comedy, Family, Musical",English,USA,6.3
The Brave Little Toaster Goes to Mars,movie,Not Rated,1998,"November 12, 2019","Animation, Adventure, Family, Sci-Fi",English,USA,5.7
The Castaway Cowboy,movie,G,1974,"November 12, 2019","Comedy, Family, Western",English,USA,5.9
The Cat from Outer Space,movie,G,1978,"October 1, 2019","Comedy, Family, Sci-Fi",English,USA,6.1
The Cheetah Girls,movie,TV-G,2003,"November 12, 2019","Comedy, Drama, Family, Music, Musical","English, Spanish","Canada, USA",4.8
The Cheetah Girls 2,movie,TV-G,2006,"November 12, 2019","Comedy, Drama, Family, Music, Musical","English, Spanish",USA,5.0
The Cheetah Girls: One World,movie,TV-G,2008,"November 12, 2019","Comedy, Drama, Family, Musical",English,USA,4.7
The Christmas Star,movie,TV-G,1986,"November 12, 2019","Drama, Family",English,"Canada, USA",6.5
The Chronicles of Narnia: Prince Caspian,movie,PG,2008,"November 12, 2019","Action, Adventure, Family, Fantasy",English,"USA, Poland, Slovenia, Czech Republic, UK",6.5
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",movie,PG,2005,"November 12, 2019","Adventure, Family, Fantasy","English, German, Brazilian Sign Language","UK, USA",6.9
The Color of Friendship,movie,TV-G,2000,"November 12, 2019","Biography, Drama, Family",English,"Canada, USA",7.4
The Computer Wore Tennis Shoes,movie,G,1969,"November 12, 2019","Comedy, Family, Sci-Fi",English,USA,6.0
The Country Bears,movie,G,2002,"November 12, 2019","Comedy, Family, Music, Musical",English,USA,4.1
The Emperor's New Groove,movie,G,2000,"November 12, 2019","Animation, Adventure, Comedy, Family, Fantasy",English,USA,7.3
The Even Stevens Movie,movie,TV-G,2003,"November 12, 2019","Comedy, Family",English,USA,6.2
The Finest Hours,movie,PG-13,2016,"March 6, 2020","Action, Drama, History, Thriller",English,USA,6.8
The Fox and the Hound,movie,G,1981,"November 12, 2019","Animation, Adventure, Drama, Family",English,USA,7.3
The Fox and the Hound 2,movie,G,2006,"November 12, 2019","Animation, Adventure, Comedy, Family, Musical",English,USA,5.3
The Game Plan,movie,PG,2007,"November 12, 2019","Comedy, Family, Sport",English,USA,6.1
The Goddess of Spring,movie,APPROVED,1934,"November 12, 2019","Animation, Short, Family, Fantasy, Musical",English,USA,6.9
The Good Dinosaur,movie,PG,2015,"November 12, 2019","Animation, Adventure, Comedy, Drama, Family, Fantasy",English,USA,6.7
The Great Mouse Detective,movie,G,1986,"October 1, 2019","Animation, Adventure, Family, Musical, Mystery","English, French, German, Italian",USA,7.2
The Great Muppet Caper,movie,G,1981,"November 12, 2019","Adventure, Comedy, Crime, Family, Musical, Mystery",English,"UK, USA",7.2
The Greatest Game Ever Played,movie,PG,2005,"November 12, 2019","Biography, Drama, Sport",English,"USA, Canada",7.4
The Haunted Mansion,movie,PG,2003,"November 12, 2019","Comedy, Family, Fantasy, Horror, Mystery",English,USA,5.0
The Hockey Champ,movie,Approved,1939,"November 12, 2019","Animation, Short, Comedy, Family, Sport",English,USA,7.1
The Hunchback of Notre Dame,movie,G,1996,"November 12, 2019","Animation, Drama, Family, Musical, Romance","English, Latin","USA, France",6.9
The Hunchback of Notre Dame 2: The Secret of the Bell,movie,G,2002,"November 12, 2019","Animation, Adventure, Comedy, Drama, Family, Musical, Romance",English,USA,4.7
The Incredible Journey,movie,G,1963,"November 12, 2019","Adventure, Drama, Family",English,"Canada, USA",7.1
The Incredibles,movie,PG,2004,"November 12, 2019","Animation, Action, Adventure, Family","English, French",USA,8.0
The Journey of Natty Gann,movie,PG,1985,"November 12, 2019","Adventure, Family",English,USA,7.0
The Jungle Book,movie,G,1967,"November 12, 2019","Animation, Adventure, Family, Musical",English,USA,7.6
The Jungle Book 2,movie,G,2003,"November 12, 2019","Animation, Adventure, Family, Musical",English,"USA, Australia",5.4
The Jungle Book: Mowgli's Story,movie,G,1998,"November 12, 2019","Adventure, Family",English,USA,4.2
The Last Song,movie,PG,2010,"April 1, 2020","Drama, Music, Romance",English,USA,6.0
The Lion King,movie,PG,2019,"January 28, 2020","Animation, Adventure, Drama, Family, Musical","English, Xhosa, Zulu, French, Spanish","USA, UK",6.9
The Lion King 3: Hakuna Matata,movie,G,2004,"November 12, 2019","Animation, Adventure, Comedy, Family, Musical",English,"Australia, USA",6.6
The Lion King 2: Simba's Pride,movie,G,1998,"November 12, 2019","Animation, Adventure, Drama, Family, Musical, Romance",English,"USA, Australia",6.5
The Lion King,movie,G,1994,"November 12, 2019","Animation, Adventure, Drama, Family, Musical","English, Swahili, Xhosa, Zulu",USA,8.5
The Little Mermaid,movie,G,1989,"November 12, 2019","Animation, Family, Fantasy, Musical, Romance","English, French",USA,7.6
The Little Mermaid 2: Return to the Sea,movie,G,2000,"November 12, 2019","Animation, Drama, Family, Fantasy, Musical",English,"USA, Canada, Australia, Taiwan",5.6
The Little Mermaid: Ariel's Beginning,movie,G,2008,"November 12, 2019","Animation, Drama, Family, Fantasy, Musical",English,USA,6.3
The Living Desert,movie,Passed,1953,"November 12, 2019","Family, Documentary",English,USA,7.5
Lizzie McGuire,movie,PG,2003,"November 12, 2019","Adventure, Comedy, Family, Music, Romance","English, Italian",USA,5.5
The Love Bug,movie,G,1968,"November 12, 2019","Comedy, Family, Sport","English, Cantonese, Spanish",USA,6.5
The Mandalorian,series,TV-PG,2019–,"November 12, 2019","Action, Adventure, Sci-Fi",English,USA,8.7
The Many Adventures of Winnie the Pooh,movie,G,1977,"November 12, 2019","Animation, Adventure, Comedy, Family, Musical",English,USA,7.6
The Million Dollar Duck,movie,G,1971,"November 12, 2019","Comedy, Family, Sci-Fi",English,USA,5.9
The Mistle-Tones,movie,TV-PG,2012,"November 12, 2019","Comedy, Family, Music",English,USA,6.7
The Muppet Christmas Carol,movie,G,1992,"November 12, 2019","Comedy, Drama, Family, Fantasy, Musical",English,"USA, UK",7.7
The Muppet Movie,movie,G,1979,"November 12, 2019","Adventure, Comedy, Family, Musical",English,"UK, USA",7.6
The Muppets,movie,PG,2011,"November 12, 2019","Adventure, Comedy, Family, Musical",English,USA,7.1
The Muppets.,series,TV-PG,2015–2016,"November 12, 2019","Comedy, Family",English,USA,7.4
The New Adventures of Winnie the Pooh,series,TV-Y,1988–1991,"November 12, 2019","Animation, Adventure, Comedy, Family, Fantasy, Musical",English,USA,7.6
The Odd Life of Timothy Green,movie,PG,2012,"April 1, 2020","Comedy, Drama, Family, Fantasy",English,USA,6.6
The Old Mill,movie,Approved,1937,"November 12, 2019","Animation, Short, Comedy, Family, Musical",None,USA,7.9
The Olympic Champ,movie,Approved,1942,"November 12, 2019","Animation, Short, Comedy, Family, Sport",English,USA,7.1
The Olympic Elk,movie,Approved,1952,"April 24, 2020","Documentary, Short",English,USA,7.2
The Other Me,movie,TV-G,2000,"November 12, 2019","Comedy, Family, Sci-Fi",English,USA,6.1
The Parent Trap,movie,Passed,1961,"November 12, 2019","Comedy, Family, Romance",English,USA,7.1
The Parent Trap,movie,PG,1998,"November 12, 2019","Adventure, Comedy, Drama, Family, Romance","English, French","USA, UK",6.5
The Plausible Impossible,episode,Unrated,1956,"November 12, 2019","Adventure, Biography, Drama",English,USA,8.1
The Poof Point,movie,TV-G,2001,"November 12, 2019","Comedy, Family, Sci-Fi",English,USA,4.7
The Prince and the Pauper,movie,TV-PG,1962,"November 12, 2019",Adventure,English,UK,6.2
The Prince and the Pauper,movie,G,1990,"November 12, 2019","Animation, Short, Adventure, Comedy, Family",English,USA,7.1
The Princess and the Frog,movie,G,2009,"November 12, 2019","Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","English, French",USA,7.1
The Princess Bride,movie,PG,1987,"May 1, 2020","Adventure, Family, Fantasy, Romance",English,USA,8.1
The Princess Diaries,movie,G,2001,"November 12, 2019","Comedy, Family, Romance","English, Dutch, Italian","USA, UK",6.3
The Princess Diaries 2: Royal Engagement,movie,G,2004,"November 12, 2019","Comedy, Family, Romance","English, Greek, French, Spanish",USA,5.8
The Proud Family,series,TV-Y,2001–2005,"January 1, 2020","Animation, Comedy, Family, Fantasy",English,USA,6.4
The Proud Family Movie,movie,TV-G,2005,"November 12, 2019","Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",English,USA,5.4
The Reluctant Dragon,movie,Approved,1941,"November 12, 2019","Animation, Comedy, Family",English,USA,6.9
The Replacements,series,TV-Y,2006–2009,"November 12, 2019","Animation, Comedy, Family, Sci-Fi",English,USA,5.8
The Rescuers,movie,G,1977,"November 12, 2019","Animation, Adventure, Comedy, Family, Fantasy",English,USA,6.9
The Rescuers Down Under,movie,G,1990,"November 12, 2019","Animation, Adventure, Crime, Drama, Family, Fantasy, Mystery",English,USA,6.9
The Rocketeer,movie,PG,1991,"November 12, 2019","Action, Adventure, Family, Sci-Fi","English, German",USA,6.5
The Rookie,movie,G,2002,"November 12, 2019","Drama, Family, Sport",English,USA,6.9
The Sandlot: Heading Home,movie,PG,2007,"March 6, 2020","Family, Sport",English,"USA, Canada",5.0
The Santa Clause,movie,PG,1994,"November 12, 2019","Comedy, Drama, Family, Fantasy","English, Spanish","USA, Canada",6.5
The Santa Clause 2,movie,G,2002,"November 12, 2019","Comedy, Family, Fantasy",English,"USA, Canada",5.6
The Santa Clause 3: The Escape Clause,movie,G,2006,"November 12, 2019","Adventure, Comedy, Family, Fantasy",English,"USA, Canada",4.7
The Scream Team,movie,TV-PG,2002,"November 12, 2019","Comedy, Family, Fantasy, Horror",English,USA,6.7
The Secret of the Magic Gourd,movie,G,2007,"November 12, 2019","Drama, Family","Mandarin, English","China, Hong Kong, USA",5.3
The Shaggy D.A.,movie,G,1976,"November 12, 2019","Comedy, Family, Fantasy",English,USA,5.9
The Shaggy Dog,movie,Approved,1959,"November 12, 2019","Family, Comedy, Fantasy",English,USA,6.5
The Sign of Zorro,movie,Approved,1958,"November 12, 2019","Adventure, Drama, Family, Romance, Western",English,USA,7.1
The Simpsons,series,TV-PG,1989–,"November 12, 2019","Animation, Comedy","English, Spanish, Albanian, French, Japanese, German, Russian, Hindi, Swahili, Italian, Swedish, Turkish, Cantonese, Mandarin, Hebrew, Arabic, Klingon, Bengali, Czech",USA,8.7
The Small One,movie,G,1978,"April 3, 2020","Animation, Short, Family",English,USA,7.8
The Sound of Music,movie,G,1965,"November 12, 2019","Biography, Drama, Family, Musical, Romance","English, German",USA,8.0
The Story of Robin Hood and His Merrie Men,movie,Approved,1952,"November 12, 2019","Action, Adventure, Family",English,UK,6.7
The Straight Story,movie,G,1999,"April 3, 2020","Biography, Drama",English,"France, UK, USA",8.0
The Strongest Man in the World,movie,G,1975,"November 12, 2019","Comedy, Family, Sci-Fi",English,USA,6.1
The Suite Life Movie,movie,Not Rated,2011,"November 12, 2019","Adventure, Comedy, Crime, Drama, Family, Sci-Fi",English,USA,5.3
The Suite Life of Zack & Cody,series,TV-G,2005–2008,"November 12, 2019","Comedy, Family",English,USA,6.5
The Suite Life on Deck,series,TV-G,2008–2011,"November 12, 2019","Action, Adventure, Comedy, Family",English,USA,6.3
The Super Hero Squad Show,series,TV-Y7,2009–2011,"January 1, 2020","Animation, Action, Comedy, Family, Sci-Fi",English,USA,6.1
The Swap,movie,TV-G,2016,"November 12, 2019","Comedy, Family, Fantasy",English,USA,6.1
The Sword in the Stone,movie,G,1963,"October 1, 2019","Animation, Adventure, Comedy, Family, Fantasy, Musical",English,USA,7.2
The Thirteenth Year,movie,TV-G,1999,"November 12, 2019","Comedy, Family, Fantasy",English,USA,6.0
The Three Caballeros,movie,Approved,1944,"November 12, 2019","Animation, Comedy, Family, Fantasy, Musical","English, Spanish, Portuguese",USA,6.5
The Three Musketeers,movie,PG,1993,"November 12, 2019","Action, Adventure, Comedy, Family, Romance",English,"Austria, UK, USA",6.4
The Tigger Movie,movie,G,2000,"November 12, 2019","Animation, Comedy, Drama, Family, Musical",English,"USA, Japan",6.3
The Tortoise and the Hare,movie,Approved,1935,"November 12, 2019","Animation, Short, Comedy, Family",English,USA,7.2
The Ugly Dachshund,movie,Not Rated,1966,"November 12, 2019","Comedy, Family","English, Japanese",USA,6.7
Ugly Duckling,movie,Approved,1939,"November 12, 2019","Animation, Short, Comedy, Family",None,USA,7.6
The Ultimate Christmas Present,movie,TV-G,2000,"November 12, 2019","Comedy, Family",English,"Canada, USA",5.9
The Vanishing Prairie,movie,Approved,1954,"November 12, 2019","Documentary, Family",English,USA,7.7
The Wild,movie,G,2006,"November 12, 2019","Animation, Adventure, Comedy, Family",English,"Canada, USA",5.3
The Wizards Return: Alex vs. Alex,movie,TV-G,2013,"November 12, 2019","Adventure, Comedy, Drama, Family, Fantasy","English, Italian",USA,6.5
The Little Mermaid Live!,movie,TV-PG,2019,"November 27, 2019",Musical,English,USA,5.5
The Young Black Stallion,movie,G,2003,"November 12, 2019","Adventure, Family, Drama",English,USA,5.6
Those Calloways,movie,Approved,1965,"October 1, 2019","Drama, Family",English,USA,6.8
Three Days,movie,TV-G,2001,"November 12, 2019","Drama, Family, Fantasy",English,USA,7.2
Three Little Pigs,movie,Passed,1933,"November 12, 2019","Animation, Short, Comedy, Family, Musical",English,USA,7.5
Three Men and a Baby,movie,PG,1987,"November 12, 2019","Comedy, Drama, Family",English,USA,6.0
Three Men and a Little Lady,movie,PG,1990,"November 12, 2019","Comedy, Drama, Family, Romance",English,USA,5.4
Thumbelina,movie,G,1994,"November 12, 2019","Animation, Family, Fantasy, Musical, Romance",English,"Ireland, USA, Canada, UK, Denmark, Spain, Poland, Hungary",6.3
Tiger Cruise,movie,TV-PG,2004,"November 12, 2019","Drama, Family",English,USA,6.2
The Nightmare Before Christmas,movie,PG,1993,"November 12, 2019","Animation, Family, Fantasy, Musical",English,USA,8.0
Timmy Failure: Mistakes Were Made,movie,PG,2020,"February 7, 2020","Adventure, Comedy, Drama, Family, Fantasy",English,USA,6.1
Timon & Pumbaa,series,TV-Y,1995–1999,"November 12, 2019","Animation, Adventure, Comedy, Family","English, Telugu",USA,7.1
Tin Toy,movie,G,1988,"November 12, 2019","Animation, Short, Family, Fantasy",English,USA,6.5
Tinker Bell,movie,G,2008,"November 12, 2019","Animation, Adventure, Family, Fantasy",English,USA,6.8
Tinker Bell and the Great Fairy Rescue,movie,G,2010,"November 12, 2019","Animation, Adventure, Family, Fantasy",English,USA,6.9
Tinker Bell and the Lost Treasure,movie,G,2009,"November 12, 2019","Animation, Adventure, Family, Fantasy",English,USA,6.7
Toby Tortoise Returns,movie,APPROVED,1936,"November 12, 2019","Animation, Short, Comedy",English,USA,7.0
Togo,movie,PG,2019,"December 20, 2019","Adventure, Biography, Drama, Family, History",English,USA,8.1
Tom and Huck,movie,PG,1995,"November 12, 2019","Adventure, Comedy, Drama, Family, Romance, Western",English,USA,5.5
Toy Story,movie,G,1995,"November 12, 2019","Animation, Adventure, Comedy, Family, Fantasy",English,USA,8.3
Toy Story 2,movie,G,1999,"November 12, 2019","Animation, Adventure, Comedy, Family, Fantasy","English, Arabic, Spanish",USA,7.9
Toy Story 3,movie,G,2010,"November 12, 2019","Animation, Adventure, Comedy, Family, Fantasy","English, Spanish",USA,8.3
Toy Story 4,movie,G,2019,"February 5, 2020","Animation, Adventure, Comedy, Family, Fantasy",English,USA,7.8
Toy Story Toons: Hawaiian Vacation,movie,G,2011,"November 12, 2019","Animation, Short, Comedy, Family, Fantasy","English, Spanish",USA,7.3
Toy Story Toons: Small Fry,movie,G,2011,"November 12, 2019","Animation, Short, Comedy, Family, Fantasy",English,USA,7.1
Trail of the Panda,movie,G,2009,"November 12, 2019","Adventure, Family",Mandarin,China,6.4
Treasure Island,movie,PG,1950,"November 12, 2019","Adventure, Family",English,UK,6.9
Treasure of Matecumbe,movie,G,1976,"November 12, 2019","Adventure, Family, Western",English,USA,6.3
Treasure Planet,movie,PG,2002,"November 12, 2019","Animation, Adventure, Family, Sci-Fi",English,USA,7.2
TRON,movie,PG,1982,"November 12, 2019","Action, Adventure, Sci-Fi",English,USA,6.8
TRON: Uprising,series,TV-Y7,2012–2013,"November 12, 2019","Animation, Action, Adventure, Family, Sci-Fi",English,USA,8.2
TRON: Legacy,movie,PG,2010,"November 12, 2019","Action, Adventure, Sci-Fi",English,USA,6.8
Tru Confessions,movie,TV-G,2002,"November 12, 2019","Drama, Comedy, Family",English,"USA, Canada",7.5
Tuck Everlasting,movie,PG,2002,"November 12, 2019","Drama, Family, Fantasy, Romance","English, French",USA,6.6
Turner & Hooch,movie,PG,1989,"November 12, 2019","Comedy, Crime, Drama, Thriller",English,USA,6.2
'Twas the Night,movie,TV-G,2001,"November 12, 2019","Comedy, Family",English,USA,5.5
Twitches,movie,TV-PG,2005,"November 12, 2019","Comedy, Drama, Family, Fantasy",English,USA,5.7
Twitches Too,movie,TV-PG,2007,"November 12, 2019","Drama, Family, Fantasy",English,USA,5.8
Unidentified Flying Oddball,movie,G,1979,"November 12, 2019","Comedy, Family, Adventure, Fantasy, Sci-Fi",English,USA,5.3
Up,movie,PG,2009,"November 12, 2019","Animation, Adventure, Comedy, Family",English,USA,8.2
"Up, Up, and Away!",movie,TV-G,2000,"November 12, 2019","Comedy, Family, Fantasy, Sci-Fi",English,"Canada, USA",5.6
Valiant,movie,G,2005,"November 12, 2019","Animation, Adventure, Comedy, Family, War",English,"UK, USA",5.5
Violetta,series,TV-G,2012–,"November 12, 2019","Drama, Family, Music, Romance",Spanish,Argentina,5.2
Waking Sleeping Beauty,movie,PG,2009,"November 12, 2019",Documentary,English,USA,7.6
WALL·E,movie,G,2008,"November 12, 2019","Animation, Adventure, Family, Sci-Fi",English,USA,8.4
Water Birds,movie,APPROVED,1952,"May 1, 2020","Documentary, Short, Family",English,USA,6.9
Wendy Wu: Homecoming Warrior,movie,TV-PG,2006,"November 12, 2019","Action, Adventure, Family","English, Mandarin, Cantonese",USA,5.4
Whispers: An Elephant's Tale,movie,G,2000,"November 12, 2019",Family,English,USA,5.0
White Fang,movie,PG,1991,"November 12, 2019","Adventure, Drama",English,USA,6.7
Who Framed Roger Rabbit,movie,PG,1988,"November 12, 2019","Animation, Adventure, Comedy, Crime, Family, Fantasy, Mystery",English,USA,7.7
Wicked Tuna,series,TV-14,2012–,"February 1, 2020",Reality-TV,English,USA,6.6
Willow,movie,PG,1988,"November 12, 2019","Action, Adventure, Drama, Fantasy, Romance",English,USA,7.3
Winnie the Pooh,movie,G,2011,"November 12, 2019","Animation, Adventure, Comedy, Family, Musical",English,USA,7.2
Winnie the Pooh: A Very Merry Pooh Year,movie,G,2002,"November 12, 2019","Animation, Comedy, Drama, Family, Fantasy, Musical",English,USA,6.8
Winnie the Pooh: Springtime with Roo,movie,G,2003,"November 12, 2019","Animation, Adventure, Comedy, Drama, Family, Musical","English, Arabic",USA,6.5
Winter Storage,movie,Approved,1949,"November 12, 2019","Animation, Comedy, Family, Short",English,USA,7.4
Wizards of Waverly Place,series,TV-G,2007–2012,"November 12, 2019","Adventure, Comedy, Drama, Family, Fantasy",English,USA,6.8
Wizards of Waverly Place: The Movie,movie,TV-G,2009,"November 12, 2019","Adventure, Comedy, Drama, Family, Fantasy",English,USA,6.2
Wolverine and the X-Men,series,TV-Y7,2008–2009,"November 12, 2019","Animation, Action, Adventure, Drama, Sci-Fi",English,USA,8.0
Wreck-It Ralph,movie,PG,2012,"November 12, 2019","Animation, Adventure, Comedy, Family, Fantasy",English,USA,7.7
X-Men: Evolution,series,TV-Y7,2000–2003,"November 12, 2019","Animation, Action, Drama, Fantasy, Romance, Sci-Fi, Thriller",English,USA,7.9
